vol_requests,title,summary,category_desc,org_title,locality,recurrence_type,start_date_date,end_date_date,Latitude,Longitude,images
20,Volunteers Needed for Volunteer Reception Center Drill,"World Cares Center is seeking up to 20 volunteers to participate in an emergency management drill on Wednesday, February 2, 2011.",Emergency Preparedness,World Cares Center,"520 8th Avenue
  New York, NY 10018",onetime,February 2 2011,February 2 2011,40.75361,-73.9924,92.jpg
2,Emergency Preparedness Organization Seeks Community Trainers,World Cares Center will be providing 15 training sessions to a group of Brooklyn youth ages 13-18 on preventing and responding to emergencies. We are looking for individuals who can co-facilitate the delivery of these sessions which will take place for 1 hour a week from March-June 2011.,Emergency Preparedness,World Cares Center,"520 8th Avenue
  New York, NY 10018",ongoing,February 01 2011,July 01 2011,40.75361,-73.9924,93.jpg
70,Beach Clean Up,Lend your hands for the environment. Help keep New York coasts clean and free of debris. Celebrate the earth.,Environment,"Artichoke Dance Company, Inc.","Oriental Boulevard Brooklyn, NY 11235",onetime,September 17 2011,September 17 2011,40.57836,-73.9374,94.jpg
6,Energy Efficiency Outreach,"Chhaya CDC seeks volunteers to promote its exciting new program called Retrofit, Block by Block. By linking eligible homeowners and tenants to free or low-cost home energy assessments and improvements, Chhaya will help New Yorkers save money on utility bills while greening our communities.",Environment,Chhaya Community Development Corporation,"37 43 77th Street Jackson Heights
  NY 11372",ongoing,April 11 2011,March 01 2012,40.74799,-73.8888,95.jpg
50,Ecological Art: Costume & Puppet Design,"Earth Celebrations 3rd Annual Hudson River Pageant, 2011 Join us to create river species puppets and costumes! Volunteer to participate in our Puppet & Costume Workshops to create the spectacular puppet and costumes for the parade, inspired by the native species and habitats of the Hudson River.",Environment,Earth Celebrations,"Church Street School for Music New York, NY 10007",ongoing,March 2 2011,May 18 2011,40.70972,-74.0117,96.jpg
50,Volunteer for Earth Day Events,"Please volunteer for Earth Day events on April 21st, 22nd, or 23rd.",Environment,Earth Day New York,"201 42nd Street
  New York, NY 10017",ongoing,April 21 2011,April 23 2011,40.75079,-73.9744,97.jpg
25,Volunteer at UDEC ENVIROMEDIA MOBILE's MARITIME BACCHANAL & PIRATES FEST at IKEA ERIE BASIN PARK,"Seeking volunteers at various environmental recreation stations and as mobile museum docents for upcoming Maritime Festival and Pirates Fest at IKEA ERIE BASIN. Volunteers will be outfitted in Pirate Costume, or can bring their own-event is on JULY 30th",Environment,ENVIROMEDIA MOBILE & UDEC Harlem River Ecology Center,"One Beard St
  Brooklyn, NY 11231",onetime,July 30 2011,July 30 2011,40.67223,-74.0111,98.jpg
25,Hudson River Clean-up,Join Friends and the Hudson River Park Trust in our efforts to help care for the more than 400 acres of water in Hudson River Park's Estuarine Sanctuary. The Clean Sanctuary Campaign has been created to remove debris from the river as floatables arrive daily with the tide.,Environment,Friends of Hudson River Park,"54 New
  York, NY 10014",onetime,June 25 2011,June 25 2011,40.73359,-74.0102,99.jpg
12,Garden Crew,Help care for our vegetable garden beds where all our produce will be donated to local food pantries.,Environment,Friends of Van Cortlandt Park,"80 Van Cortlandt Park
  Bronx, NY 10463",ongoing,July 7 2011,August 25 2011,40.89587,-73.8923,100.jpg
100,Fall Forest Restoration Volunteer Kickoff,Volunteers needed to help remove invasive plants and plant native trees and shrubs at various locations in Van Cortlandt Park.,Environment,Friends of Van Cortlandt Park,"80 Van Cortlandt Park
  Bronx, NY 10463",onetime,September 24 2011,September 24 2011,40.89587,-73.8923,101.jpg
2,Park Volunteer,Help Clean and Spruce Up Gorman Park,Environment,Gorman Park Volunteers,"24 61
  New York, NY 10023",ongoing,April 12 2011,April 11 2012,40.77454,-73.9799,102.jpg
3,Greenhouse/Greening,Maintain the greenhouse Work with residents one-one or in small groups and plants.,Environment,Isabella Geriatric Center,"515 Audubon Avenue
  New York, NY 10040",ongoing,April 1 2011,March 31 2012,40.85478,-73.9279,103.jpg
20,Queens-Volunteer at Fall 5K Run,"Volunteers are needed in Forest Park, Queens, to assist with a Fall 5K Run.",Environment,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",onetime,October 02 2011,October 02 2011,40.71095,-73.8351,104.jpg
30,Queens Green Teens opportunity,"NYC Parks is looking for teenagers or teen programs who are interested in cleaning up a local parkland by removing debris, collecting recyclables and taking care of greenery.",Environment,New York City Department of Parks & Recreation,"80 30 Park Lane Kew Gardens
  NY 11415",ongoing,June 22 2011,June 21 2012,40.71095,-73.8351,105.jpg
10,Apartment Building Recycling Initiative,Promote recycling in your apartment building!,Environment,New York City Department of Sanitation,"44 Beaver Street
  New York, NY 10004",ongoing,June 13 2011,June 12 2012,40.70508,-74.0108,106.jpg
5,"Divert Clothing & Textiles From the Landfill, Neighborhood Greenmarket Textile Recycling Drive",Volunteers are needed to help divert clothing and textile waste from the landfill at our textile recycling drive! Help out your community and enjoy a day outside as you receive bags of textiles and help load the collection truck at the end of the day.,Environment,Office of Recycling Outreach and Education,"51 Chambers St
  New York, NY 10007",ongoing,September 10 2011,November 2 2011,40.7138,-74.0055,107.jpg
50,Inspire NY Recycling at Summer Streets 2011!,"Come enjoy the green summer experience of Park Avenue closed to car traffic for 7 miles, and help us save massive heaps of recyclable materials from going into landfills and incinerators! Volunteers are needed to run our recycling game and help monitor event recycling.",Environment,Office of Recycling Outreach and Education,"51 Chambers Street
  New York, NY 10007",ongoing,August 6 2011,August 20 2011,40.7138,-74.0055,108.jpg
15,Brooklyn Stop 'N' Swap,"Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items. Help sort, fold and display items to make this a fun free reuse experience for all.",Environment,Office of Recycling Outreach and Education,"113 Ft
  Brooklyn, NY 11238",onetime,February 26 2011,February 26 2011,40.67886,-73.9638,109.jpg
30,Monitor recycling at Astoria Street Fair,"Interested in experiencing the smells, sounds, and sights of the Astoria Broadway Street Fair while still serving your community, your city, and the environment? Then sign up to volunteer with us on Sunday, September 25!",Environment,Office of Recycling Outreach and Education,"51 Chambers Street
  New York, NY 10007",onetime,September 25 2011,September 25 2011,40.7138,-74.0055,110.jpg
10,Dirty Hands Wanted!,Donâ€™t need to have a green thumb but it doesn't hurt. We need muscle power to help maintain several raised beds filled with vegetables and flowers.,Environment,"Services for the UnderServed, Inc.","305 Seventh Avenue
  New York, NY 10001",ongoing,April 19 2011,August 18 2011,40.74682,-73.9937,111.jpg
15,Park Volunteer Day,"Help us spread Fibar mulch on paths in the park, to create a safe walking surface. September 17, from 2pm - 5pm.",Environment,Stuyvesant Cove Park,"24 20 FDR Drive Service Rd
  New York, NY 10010",onetime,September 17 2011,September 17 2011,40.73627,-73.9747,112.jpg
8,Garden Greeter,"If you wish to escape the bustling city and enjoy beautiful surroundings, get involved and become an ambassador for the greatest Botanical Garden in the world!",Environment,The New York Botanical Garden,"2900 Southern Boulevard
  Bronx, NY 10458",ongoing,July 15 2011,December 14 2012,40.86568,-73.8833,113.jpg
20,Tour Guide Volunteer Opportunity,We are currently seeking friendly and energetic adults to be part of NYBGâ€™s tour guide program.,Environment,The New York Botanical Garden,"2900 Southern Boulevard
  Bronx, NY 10458",ongoing,September 24 2011,September 24 2012,40.86568,-73.8833,114.jpg
30,Transportation Alternatives Bike Valet,"Nothing says summer like outdoor concerts, bicycles, free dinner and loads of Transportation Alternatives (T.A.) volunteering. We've got the full package with T.A. Bike Valet and we're in need of volunteer help at our Celebrate Brooklyn and Brooklyn Bridge Park Movies with a View valet stations.",Environment,Transportation Alternatives,"127 26th St
  New York, NY 10002",ongoing,June 13 2011,September 01 2011,40.60115,-73.9994,115.jpg
100,Event Hosting and Campaign Promotion UNICEF Tap Project Volunteer,The U.S. Fund for UNICEF is inviting committed volunteers to promote the campaign in their communities in inspiring ways and to host UNICEF Tap Project fundraising events.,Environment,US Fund for UNICEF,"125 Maiden Lane
  New York, NY 10038",ongoing,April 13 2011,May 15 2011,40.7064,-74.0063,116.jpg
75,Run for the Wild,"Make tracks for turtles in the WCS Run for the Wild at the New York Aquarium. This 5K-run and Family Fun Run takes place on the boardwalk at Coney Island on Sunday, October 9, and is dedicated to saving turtles",Environment,WCS,"2300 Southern Boulevard
  Bronx, NY 10460",onetime,October 09 2011,October 09 2011,40.85067,-73.8824,117.jpg
10,American Cancer Society Coaches vs. Cancer Committee Opportunity,"The American Cancer Society Coaches vs. Cancer program leverages personal experiences, community leadership and professional excellence of athletes, coaches and fans nationwide through special events and awareness activities.",Health,American Cancer Society,"132 32nd St
  New York, NY 10001",ongoing,January 19 2011,June 1 2011,40.74868,-73.9892,118.jpg
1000,Making Strides Against Breast Cancer Volunteers Needed,"Help out the American Cancer Society in Central Park on October 16, 2011!",Health,American Cancer Society-Making Strides Against Breast Cancer,"132 32nd St
  New York, NY 10001",onetime,October 16 2011,October 16 2011,40.74868,-73.9892,119.jpg
200,American Diabetes Association - FERIA DE SALUD!,"The American Diabetes Association's largest Latino event of the year â€“ Feria de Salud, scheduled to take place on Saturday, August 27, 2011.",Health,American Diabetes Association - FERIA,"333 Seventh Av
  New York, NY 10001",onetime,August 27 2011,August 27 2011,40.74763,-73.9931,120.jpg
15,Clerical Assistant,"Volunteer interested in a administrative and hospital setting. Will have the ability to perform data entry, answer telephone calls and take messages, file documents.",Health,Bellevue Hospital,"27th Street New York, NY 10016",ongoing,March 21 2011,March 20 2012,40.74271,-73.9845,121.jpg
3,Exercise Coach/Instructor,Volunteer needed with knowledge of exercising to assist with the development of an exercise program for hospital staff during the work week/work day.,Health,Bellevue Hospital,"27th Street New York, NY 10016",ongoing,August 10 2011,August 9 2012,40.74271,-73.9845,122.jpg
50,Bike New York Volunteer,"Bike New York is looking for intern to help with event organization, and behind the scenes work.",Health,Bike New York,"475 Riverside Drive
  New York City, NY 11205",ongoing,March 22 2011,October 15 2011,40.69388,-73.9643,123.jpg
10,Teach Adults and Kids how to Ride Bikes!,"Give the gift of confidence, freedom, independence, and a greener, healthier society to others through teaching them how to ride bicycles!",Health,Bike New York,"475 Riverside Drive
  New York City, NY 10115",ongoing,August 10 2011,October 15 2011,40.8111,-73.9642,124.jpg
